machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-201936,Pump,,Day,Minimal,67.416,1.806,3.2,3586.3,104.55,65.356,4,0
M-201937,,Packaging,Evening,Enhanced,63.139,1.4276,7.779,9774.96,57.24,58.46,1,0
M-201938,Motor,Process-B,,Enhanced,63.15,1.7316,6.484,4633.38,112.57,107.275,1,0
M-201939,Pump,Utilities,Evening,Minimal,71.843,1.3607,,3546.16,149.21,96.53,1,0
M-201940,Pump,Process-B,Night,Standard,64.895,0.9072,6.59,3442.29,92.88,54.996,2,0
M-201941,Compressor,Process-A,Evening,Standard,64.62,0.9871,6.405,5064.74,71.28,57.075,3,0
M-201942,Pump,Packaging,Night,Standard,73.103,,5.885,3953.64,107.51,53.115,1,0
M-201943,Compressor,Process-B,Day,Enhanced,,3.5387,6.03,5055.85,50.33,57.738,,0
M-201944,Pump,Process-B,Evening,Standard,91.991,1.4801,5.306,3540.71,207.19,72.224,1,0
M-201945,Compressor,Process-A,Evening,Standard,56.245,2.9611,8.839,7931.8,28.54,69.444,2,0
M-201946,Fan,Utilities,Night,Standard,84.978,1.1634,7.302,7928.34,61.35,74.746,2,0
M-201947,,Packaging,Day,Standard,76.088,1.8175,5.59,12015.12,126.39,65.867,2,0
M-201948,Compressor,Process-B,Day,Standard,91.525,3.614,5.425,4545.71,104.8,67.812,2,0
M-201949,Motor,Process-B,Night,Standard,68.187,1.9099,8.839,4796.17,89.12,102.193,1,0
M-201950,Compressor,Process-A,Evening,Enhanced,70.641,2.0917,5.689,4135.49,138.62,83.539,1,0
M-201951,Pump,Process-A,Night,Standard,72.047,2.6977,7.356,5308.2,,55.907,3,0
M-201952,Pump,Utilities,Night,Standard,76.788,2.0495,5.578,1028.94,,54.923,1,1
M-201953,Fan,Packaging,Day,Standard,73.117,,7.39,2682.47,154.97,78.187,2,0
M-201954,Motor,Process-B,Night,Standard,61.196,2.3237,6.571,2016.93,,54.98,0,0
M-201955,Compressor,Process-B,Day,Standard,65.143,0.8668,6.942,3398.35,30.44,77.602,4,0
M-201956,Motor,Process-A,Day,Standard,73.218,2.1322,4.576,3927.8,56.46,81.758,1,0
M-201957,Motor,Process-A,Evening,Enhanced,72.616,1.6225,7.951,5914.2,72.53,69.984,0,0
M-201958,Motor,Packaging,Day,Enhanced,58.136,0.7147,8.478,3863.91,86.18,81.021,2,0
M-201959,Compressor,Utilities,Day,Standard,58.419,1.2479,7.493,1640.47,89.58,67.155,2,0
M-201960,Pump,Utilities,Day,Minimal,79.078,2.3376,,1422.91,35.66,67.844,1,0
M-201961,Pump,Process-B,Night,Standard,63.164,1.33,8.355,4627.85,54.09,58.967,2,0
M-201962,Compressor,Utilities,Evening,Standard,69.754,1.2873,5.123,5785.99,53.72,102.173,0,0
M-201963,Motor,Process-B,Day,Minimal,62.789,1.4223,4.945,2355.03,41.54,81.669,2,0
M-201964,Pump,Process-A,Night,Enhanced,67.593,0.6647,6.642,2213.88,68.26,96.431,,0
M-201965,Motor,Process-A,Day,Minimal,73.906,2.0915,6.318,2615.32,113.33,65.089,2,0
M-201966,Compressor,Process-B,Evening,Standard,66.207,2.6138,6.029,5378.39,57.86,36.402,1,0
M-201967,Compressor,Storage,Evening,Standard,81.472,2.0217,6.465,1207.39,68.49,85.01,0,0
M-201968,Fan,Utilities,Night,Standard,,3.5813,7.921,3838.93,30.96,92.896,,0
M-201969,,Utilities,Evening,Standard,69.21,2.3784,5.9,10075.63,144.93,68.004,0,1
M-201970,Compressor,Process-A,Day,Standard,71.239,,,9262.47,57.62,89.292,1,0
M-201971,Motor,Utilities,Day,Enhanced,53.027,3.6838,9.32,5658.09,59.09,75.3,0,0
M-201972,Fan,Process-A,Night,Standard,66.267,4.5164,7.316,4414.64,51.7,50.438,1,0
M-201973,Motor,Utilities,Day,Standard,57.81,1.0165,5.879,4793.75,56.83,69.238,1,0
M-201974,Fan,Packaging,Day,Minimal,36.749,2.3574,8.566,8626.8,39.4,60.988,3,0
M-201975,Motor,Process-B,Evening,Standard,71.902,1.7547,7.274,7670.16,131.75,45.978,2,0
M-201976,Compressor,Packaging,,Enhanced,63.324,2.8978,5.845,3105.97,16.73,70.844,1,0
M-201977,Compressor,Packaging,Day,Minimal,62.342,1.9596,6.272,7938.96,43.61,72.69,2,0
M-201978,Compressor,Packaging,Evening,Standard,65.163,1.5704,6.278,4170.73,24.48,48.71,2,0
M-201979,Motor,Packaging,Day,Enhanced,,1.1885,6.277,8737.44,223.39,77.706,3,0
M-201980,Motor,Process-B,Day,Standard,68.132,1.5796,6.731,5236.49,136.52,55.083,0,0
M-201981,Compressor,Packaging,Evening,Enhanced,71.866,1.4162,6.899,3650.86,18.41,71.151,1,0
M-201982,Pump,,Day,,,1.3177,9.41,3779.3,87.74,84.754,1,0
M-201983,Motor,Process-A,Day,Standard,76.125,1.9221,6.767,9020.81,72.95,59.262,2,0
M-201984,Motor,Process-B,Evening,Standard,67.42,1.3195,5.709,7664.66,146.27,55.918,1,0
M-201985,Motor,Utilities,Day,Enhanced,64.939,2.1057,4.426,8479.02,132.73,72.466,0,0
M-201986,Pump,Storage,Day,Standard,65.806,2.8593,6.621,5999.46,,90.846,1,0
M-201987,Pump,Utilities,Day,,81.419,1.5144,7.88,,94.9,96.763,1,0
M-201988,Pump,Process-A,Evening,Standard,75.864,1.3493,3.75,5490.43,13.72,45.086,1,0
M-201989,Pump,Utilities,Night,Standard,68.254,2.3192,7.182,17253.22,140.41,74.71,3,0
M-201990,Fan,Process-A,Day,Standard,58.966,1.1825,6.073,5669.34,96.59,77.728,0,0
M-201991,Motor,Utilities,Evening,Standard,67.253,1.3374,6.374,1993.65,41.47,63.162,1,0
M-201992,Fan,Process-A,Evening,Standard,69.26,1.1857,7.333,2019.99,,79.516,3,0
M-201993,Motor,Process-B,Evening,Minimal,79.128,1.4093,5.79,3620.24,39.86,78.277,0,0
M-201994,Fan,Process-B,Day,Standard,50.524,1.9919,5.254,2250.27,,41.753,2,0
M-201995,Pump,Process-A,Night,,67.802,2.0017,8.539,2067.4,29.73,51.535,1,0
M-201996,Fan,Process-A,Evening,Standard,52.297,,9.286,13288.15,55.59,50.003,2,0
M-201997,Fan,Utilities,Evening,Standard,70.356,1.5682,6.457,7463.43,87.63,110.0,1,0
M-201998,Compressor,Utilities,Evening,Standard,72.064,1.7233,7.457,10271.15,82.06,85.386,2,0
M-201999,Compressor,Utilities,Night,Standard,59.918,3.7714,,1523.54,135.64,,5,1
M-202000,Compressor,Storage,Night,Standard,62.452,1.3647,3.935,6915.08,79.59,102.21,1,0
